4, D, 42984, 0.148930, 0.290414, -0.595721;
4, D, 42985, 0.141484, 0.618061, -0.141484;
4, D, 42986, 0.156377, 0.588275, 0.014893;
4, D, 42987, 0.029786, 0.796777, 0.282968;
4, D, 42988, -0.394665, 0.543596, 0.104251;
4, D, 42989, 0.134037, 0.834010, 0.014893;
4, D, 42990, 0.752098, 0.074465, -0.722312;
4, D, 42991, 0.312754, 0.655293, -0.282968;
4, D, 42992, 0.215949, 0.424451, -0.141484;
4, D, 42993, 0.290414, 0.364879, -0.126591;
4, D, 42994, 0.342540, 0.491470, -0.647847;
4, D, 42995, 0.029786, 0.647847, -0.290414;
4, D, 42996, 0.052126, 0.662740, 0.193609;
4, D, 42997, -0.260628, 0.618061, -0.044679;
4, D, 42998, -1.340373, 0.871242, 0.253182;
4, D, 42999, -0.558489, 1.094638, 0.476577;
4, D, 43000, 0.022340, 0.968047, -0.603168;
4, D, 43001, 0.431898, 0.506363, -0.387219;
4, D, 43002, -0.014893, 0.707419, -0.171270;
4, D, 43003, 0.052126, 0.588275, -0.349986;
4, D, 43004, 0.692526, 0.081912, -0.670186;
4, D, 43005, 0.439344, 0.424451, -0.230842;
4, D, 43006, -0.454237, 0.707419, 0.297861;
4, D, 43007, -2.732872, 1.571215, 0.677633;
4, D, 43008, -4.371105, 2.591388, 0.863796;
4, D, 43009, 1.533982, 3.231788, -2.330760;
4, D, 43010, 2.502029, 0.000000, -3.254128;
4, D, 43011, -1.556322, 3.909421, -1.988220;
4, D, 43012, -2.442457, 0.275521, 1.399945;
4, D, 43013, -1.854183, -0.938261, 3.440290;
4, D, 43014, -1.883969, 1.772271, 2.911588;
4, D, 43015, -2.896695, 6.523148, 2.807337;
4, D, 43016, -9.531541, 3.946654, 6.992279;
4, D, 43017, -8.839015, 11.221900, 5.406171;
4, D, 43018, -6.701865, 1.563768, 5.934874;
4, D, 43019, 4.601947, -7.781610, 9.568773;
4, D, 43020, 0.618061, -4.616840, 15.667470;
4, D, 43021, 1.735038, 0.022340, 9.203895;
4, D, 43022, -0.186163, -0.320200, 0.811670;
4, D, 43023, 0.282968, 1.638234, 1.161656;
4, D, 43024, 0.610614, -0.215949, -0.007446;
4, D, 43025, -0.506363, 0.521256, -0.878689;
4, D, 43026, 0.029786, 0.789331, -0.759545;
4, D, 43027, 1.474410, -0.923368, -1.332926;
4, D, 43028, 0.975494, 0.081912, -1.265908;
4, D, 43029, -0.007446, -0.752098, -1.183996;
4, D, 43030, 0.640400, 0.528703, -0.305307;
4, D, 43031, 0.186163, -0.052126, -0.394665;
4, D, 43032, 0.163823, 0.104251, -0.349986;
4, D, 43033, 0.000000, -0.461684, 1.228675;
4, D, 43034, -1.541429, 0.804224, 1.504196;
4, D, 43035, -0.781884, 0.655293, 0.067019;
4, D, 43036, 0.692526, 0.290414, -0.178716;
4, D, 43037, 0.513810, 0.320200, -0.349986;
4, D, 43038, -0.409558, 0.603168, 0.067019;
4, D, 43039, 0.729759, 0.699973, -0.037233;
4, D, 43040, 1.035066, -0.275521, -0.714866;
4, D, 43041, 0.305307, 0.677633, -0.297861;
4, D, 43042, 0.513810, 0.119144, -0.290414;
4, D, 43043, -0.186163, 0.439344, -0.186163;
4, D, 43044, 1.012726, 0.498917, -0.930815;
4, D, 43045, 0.230842, 0.320200, 0.074465;
4, D, 43046, -0.134037, 0.915922, 0.364879;
4, D, 43047, -0.007446, 0.558489, 0.349986;
4, D, 43048, 0.074465, 1.109531, 0.074465;
4, D, 43049, -0.484024, 0.997833, -0.424451;
4, D, 43050, -0.037233, 0.439344, 0.029786;
4, D, 43051, 0.379772, 0.573382, -0.208502;
4, D, 43052, 0.305307, 0.268075, 0.044679;
4, D, 43053, -0.230842, 0.722312, 0.089358;
4, D, 43054, 0.424451, 0.565935, -0.379772;
4, D, 43055, 0.394665, 0.573382, -0.111698;
4, D, 43056, 0.119144, 0.521256, -0.282968;
4, D, 43057, 0.245735, 0.640400, -0.320200;
4, D, 43058, 0.491470, 0.446791, -0.253182;
4, D, 43059, 0.364879, 0.759545, 0.014893;
4, D, 43060, 0.134037, 0.536149, -0.156377;
4, D, 43061, 0.938261, 0.513810, -0.580828;
4, D, 43062, 0.722312, 0.275521, -0.469131;
4, D, 43063, 0.357433, -0.052126, -0.588275;
4, D, 43064, 1.109531, 0.178716, -0.417005;
4, D, 43065, 0.461684, -0.104251, -0.327647;
4, D, 43066, 1.005280, 0.007446, -0.968047;
4, D, 43067, 1.109531, 0.141484, -0.707419;
4, D, 43068, 0.781884, -0.044679, -0.342540;
4, D, 43069, 0.573382, 0.871242, -0.029786;
4, D, 43070, 0.156377, 0.379772, -0.223395;
4, D, 43071, 0.238289, 0.819117, 0.290414;
4, D, 43072, 0.618061, 0.431898, -0.148930;
4, D, 43073, 0.558489, 0.469131, -0.364879;
4, D, 43074, 0.744652, 0.647847, -0.297861;
4, D, 43075, 1.213782, -0.089358, -0.737205;
4, D, 43076, 0.930815, 0.037233, -0.573382;
4, D, 43077, 0.595721, -0.007446, -1.027619;
4, D, 43078, 0.960601, -0.029786, -0.521256;
4, D, 43079, 1.087191, 0.215949, -0.968047;
4, D, 43080, 0.215949, 0.484024, -0.424451;
4, D, 43081, 0.871242, 0.498917, -0.670186;
4, D, 43082, 0.059572, 0.230842, -0.379772;
4, D, 43083, -1.682913, 1.437178, 0.901028;
4, D, 43084, -3.276467, 1.407392, 1.757378;
4, D, 43085, -0.186163, 1.064852, 0.119144;
4, D, 43086, 1.414838, 0.037233, -0.923368;
4, D, 43087, 0.580828, 0.282968, -0.521256;
4, D, 43088, -0.409558, 0.677633, 0.357433;
4, D, 43089, 0.551042, 0.469131, -0.260628;
4, D, 43090, 0.737205, 0.096805, -0.387219;
4, D, 43091, 0.104251, 0.424451, -0.178716;
4, D, 43092, 0.014893, 0.431898, 0.141484;
4, D, 43093, 0.290414, 0.744652, -0.245735;
4, D, 43094, -0.260628, 0.342540, -0.067019;
4, D, 43095, 0.014893, 0.714866, 0.208502;
4, D, 43096, -0.104251, 0.848903, 0.022340;
4, D, 43097, -0.320200, 0.588275, 0.059572;
4, D, 43098, 0.290414, 0.551042, -0.208502;
4, D, 43099, 0.201056, 0.603168, -0.402112;
4, D, 43100, 0.327647, 0.454237, -0.461684;
4, D, 43101, 0.029786, 0.364879, -0.290414;
4, D, 43102, 0.268075, 0.595721, -0.067019;
4, D, 43103, 0.498917, 0.349986, -0.081912;
4, D, 43104, 0.215949, 0.417005, -0.558489;
4, D, 43105, -0.431898, 0.632954, 0.067019;
4, D, 43106, -0.052126, 0.632954, -0.111698;
4, D, 43107, -0.305307, 0.513810, 0.402112;
4, D, 43108, -0.327647, 0.625507, 1.057405;
4, D, 43109, 0.148930, 0.491470, 0.536149;
4, D, 43110, -0.067019, 0.201056, 0.439344;
4, D, 43111, 0.201056, 0.521256, 0.290414;
4, D, 43112, 0.588275, 0.156377, 0.171270;
4, D, 43113, -0.014893, 0.744652, 0.290414;
4, D, 43114, 0.186163, 0.253182, -0.506363;
4, D, 43115, 0.148930, 0.737205, 0.223395;
4, D, 43116, 0.297861, 0.402112, -0.089358;
4, D, 43117, 0.253182, 0.618061, -0.498917;
4, D, 43118, -0.253182, 0.618061, -0.022340;
4, D, 43119, 0.186163, 0.707419, -0.312754;
4, D, 43120, 0.558489, 0.320200, -0.766991;
4, D, 43121, 0.506363, 0.484024, 0.134037;
4, D, 43122, 0.417005, 0.521256, 0.506363;
4, D, 43123, 0.238289, 0.714866, 0.394665;
4, D, 43124, 0.215949, 0.551042, -0.096805;
4, D, 43125, 0.521256, 0.387219, -0.364879;
4, D, 43126, 0.513810, 0.372326, -0.171270;
4, D, 43127, 0.662740, 0.506363, -0.193609;
4, D, 43128, 0.975494, 0.215949, -0.647847;
4, D, 43129, 0.930815, 0.685080, 0.163823;
4, D, 43130, 0.417005, 0.394665, -0.543596;
4, D, 43131, 0.394665, 0.431898, -0.335093;
4, D, 43132, 0.521256, 0.029786, -0.364879;
4, D, 43133, 1.519089, -0.387219, -1.236122;
4, D, 43134, 1.295694, -0.134037, -0.878689;
4, D, 43135, 0.930815, 0.007446, -0.744652;
4, D, 43136, 0.364879, 0.476577, -0.037233;
